run_id,timestamp,frequency_Hz,position_cm,trial,record_seconds,sample_count,median_amp,mean_amp,std_amp,min_amp,max_amp,clipped_count,status_counts,raw_csv,notes,norm_median,norm_std,is_estimated,estimate_method
20260627_194126_f510Hz_x33cm,2026-06-27T19:41:33,510,33.0,2,5,16,6.215,24.6212,34.8518,5.95,119.25,0.0,OK:16,data\mode_shape\raw\20260627_194126_f510Hz_x33cm.csv,,0.0202925523231135,0.1137943644496685,False,
20260627_194137_f510Hz_x34cm,2026-06-27T19:41:45,510,34.0,2,5,16,10.69,10.6931,0.0416411,10.61,10.77,0.0,OK:16,data\mode_shape\raw\20260627_194137_f510Hz_x34cm.csv,,0.0349038430143337,0.0001359620596205,False,
20260627_194148_f510Hz_x35cm,2026-06-27T19:41:55,510,35.0,2,5,16,30.49,30.4969,0.0897022,30.36,30.66,0.0,OK:16,data\mode_shape\raw\20260627_194148_f510Hz_x35cm.csv,,0.0995526822738106,0.0002928860156071,False,
20260627_194158_f510Hz_x36cm,2026-06-27T19:42:06,510,36.0,2,5,16,55.85,55.8513,0.0586169,55.74,55.97,0.0,OK:16,data\mode_shape\raw\20260627_194158_f510Hz_x36cm.csv,,0.1823554380122114,0.0001913896235347,False,
20260627_194211_f510Hz_x37cm,2026-06-27T19:42:18,510,37.0,2,5,16,87.5,87.5044,0.0867445,87.35,87.77,0.0,OK:16,data\mode_shape\raw\20260627_194211_f510Hz_x37cm.csv,,0.2856956280406177,0.0002832288503607,False,
20260627_194222_f510Hz_x38cm,2026-06-27T19:42:29,510,38.0,2,5,16,128.0,127.985,0.200156,127.64,128.39,0.0,OK:16,data\mode_shape\raw\20260627_194222_f510Hz_x38cm.csv,,0.4179318901622751,0.0006535279328696,False,
20260627_194233_f510Hz_x39cm,2026-06-27T19:42:40,510,39.0,2,5,16,159.52,159.541,0.296321,159.12,160.08,0.0,OK:16,data\mode_shape\raw\20260627_194233_f510Hz_x39cm.csv,,0.5208476181147355,0.0009675155908185,False,
20260627_194244_f510Hz_x40cm,2026-06-27T19:42:51,510,40.0,2,5,16,190.115,189.732,0.649995,188.53,190.31,0.0,OK:16,data\mode_shape\raw\20260627_194244_f510Hz_x40cm.csv,,0.6207431351421948,0.0021222940542658,False,
20260627_194256_f510Hz_x41cm,2026-06-27T19:43:04,510,41.0,2,5,16,224.67,224.648,0.302267,224.07,225.03,0.0,OK:16,data\mode_shape\raw\20260627_194256_f510Hz_x41cm.csv,,0.7335684200215496,0.0009869298331537,False,
20260627_194308_f510Hz_x42cm,2026-06-27T19:43:15,510,42.0,2,5,16,249.91,249.906,0.235743,249.41,250.32,0.0,OK:16,data\mode_shape\raw\20260627_194308_f510Hz_x42cm.csv,,0.8159793646129233,0.0007697227936134,False,
20260627_194408_f510Hz_x43cm,2026-06-27T19:44:15,510,43.0,2,5,16,297.985,298.005,0.15293,297.75,298.3,0.0,OK:16,data\mode_shape\raw\20260627_194408_f510Hz_x43cm.csv,,0.9729487053906684,0.0004993306559571,False,
20260627_194716_f680Hz_x1cm,2026-06-27T19:47:24,680,1.0,2,5,16,349.735,349.754,0.0784916,349.65,350.0,0.0,OK:16,data\mode_shape\raw\20260627_194716_f680Hz_x1cm.csv,,0.9957010064200202,0.0002234668109154,False,
20260627_194737_f680Hz_x2cm,2026-06-27T19:47:44,680,2.0,2,5,16,343.975,344.023,0.2369,343.67,344.43,0.0,OK:16,data\mode_shape\raw\20260627_194737_f680Hz_x2cm.csv,,0.9793021964725476,0.0006744579994021,False,
20260627_194749_f680Hz_x3cm,2026-06-27T19:47:57,680,3.0,2,5,16,335.72,335.746,0.141243,335.47,336.03,0.0,OK:16,data\mode_shape\raw\20260627_194749_f680Hz_x3cm.csv,,0.955800082563453,0.0004021210266338,False,
20260627_194802_f680Hz_x4cm,2026-06-27T19:48:09,680,4.0,2,5,16,320.46,320.496,0.351158,319.91,321.05,0.0,OK:16,data\mode_shape\raw\20260627_194802_f680Hz_x4cm.csv,,0.912354624265114,0.0009997523096414,False,
20260627_194816_f680Hz_x5cm,2026-06-27T19:48:23,680,5.0,2,5,16,301.285,301.303,0.134987,301.07,301.53,0.0,OK:16,data\mode_shape\raw\20260627_194816_f680Hz_x5cm.csv,,0.8577630998306026,0.0003843100969408,False,
20260627_194828_f680Hz_x6cm,2026-06-27T19:48:35,680,6.0,2,5,16,266.49,266.535,0.191279,266.3,267.08,0.0,OK:16,data\mode_shape\raw\20260627_194828_f680Hz_x6cm.csv,,0.7587011914760352,0.00054457429999,False,
20260627_194841_f680Hz_x7cm,2026-06-27T19:48:48,680,7.0,2,5,16,217.04,216.981,0.263948,216.42,217.35,0.0,OK:16,data\mode_shape\raw\20260627_194841_f680Hz_x7cm.csv,,0.617916269270737,0.0007514640777804,False,
20260627_194854_f680Hz_x8cm,2026-06-27T19:49:01,680,8.0,2,5,16,156.385,156.373,0.165473,156.02,156.62,0.0,OK:16,data\mode_shape\raw\20260627_194854_f680Hz_x8cm.csv,,0.4452305370894959,0.0004711042150066,False,
20260627_194908_f680Hz_x9cm,2026-06-27T19:49:15,680,9.0,2,5,16,105.975,105.993,0.168587,105.69,106.55,0.0,OK:16,data\mode_shape\raw\20260627_194908_f680Hz_x9cm.csv,,0.3017124798929522,0.0004799698216344,False,
20260627_194924_f680Hz_x10cm,2026-06-27T19:49:32,680,10.0,2,5,16,70.475,70.4669,0.0999824,70.2,70.59,0.0,OK:16,data\mode_shape\raw\20260627_194924_f680Hz_x10cm.csv,,0.200643425529189,0.0002846514541132,False,
20260627_194939_f680Hz_x11cm,2026-06-27T19:49:46,680,11.0,2,5,16,27.1,27.0912,0.03586,27.02,27.15,0.0,OK:16,data\mode_shape\raw\20260627_194939_f680Hz_x11cm.csv,,0.0771541231903657,0.0001020939799854,False,
20260627_194952_f680Hz_x12cm,2026-06-27T19:49:59,680,12.0,2,5,16,6.975,6.975,0.0574456,6.85,7.09,0.0,CHECK_WIRING:16,data\mode_shape\raw\20260627_194952_f680Hz_x12cm.csv,,0.0198579339207675,0.0001635485202636,False,
20260627_195007_f680Hz_x13cm,2026-06-27T19:50:14,680,13.0,2,5,16,14.62,14.8112,0.425645,14.54,16.1,0.0,OK:16,data\mode_shape\raw\20260627_195007_f680Hz_x13cm.csv,,0.0416233683041751,0.0012118179618215,False,
20260627_195024_f680Hz_x14cm,2026-06-27T19:50:32,680,14.0,2,5,16,42.34,42.3269,0.0786383,42.15,42.42,0.0,OK:16,data\mode_shape\raw\20260627_195024_f680Hz_x14cm.csv,,0.1205426411763868,0.0002238844681063,False,
20260627_195042_f680Hz_x15cm,2026-06-27T19:50:49,680,15.0,2,5,16,77.315,77.3706,0.108194,77.25,77.64,0.0,OK:16,data\mode_shape\raw\20260627_195042_f680Hz_x15cm.csv,,0.2201170123418127,0.0003080300075445,False,
20260627_195056_f680Hz_x16cm,2026-06-27T19:51:03,680,16.0,2,5,16,119.46,119.209,0.751918,116.48,119.69,0.0,OK:16,data\mode_shape\raw\20260627_195056_f680Hz_x16cm.csv,,0.3401044854731028,0.0021407222878617,False,
20260627_195117_f680Hz_x17cm,2026-06-27T19:51:24,680,17.0,2,5,16,160.465,160.477,0.351989,159.59,161.31,0.0,OK:16,data\mode_shape\raw\20260627_195117_f680Hz_x17cm.csv,,0.456846360802289,0.0010021181796182,False,
20260627_195130_f680Hz_x18cm,2026-06-27T19:51:40,680,18.0,2,5,16,203.32,203.284,0.160272,202.89,203.49,0.0,OK:16,data\mode_shape\raw\20260627_195130_f680Hz_x18cm.csv,,0.5788552150208544,0.0004562968867884,False,
20260627_195143_f680Hz_x19cm,2026-06-27T19:51:51,680,19.0,2,5,16,247.165,247.104,0.231462,246.66,247.39,0.0,OK:16,data\mode_shape\raw\20260627_195143_f680Hz_x19cm.csv,,0.7036826146991416,0.0006589759284829,False,
20260627_195154_f680Hz_x20cm,2026-06-27T19:52:01,680,20.0,2,5,16,284.455,284.452,0.179172,284.16,284.87,0.0,OK:16,data\mode_shape\raw\20260627_195154_f680Hz_x20cm.csv,,0.8098478270153311,0.0005101054819285,False,
20260627_195205_f680Hz_x21cm,2026-06-27T19:52:12,680,21.0,2,5,16,312.725,312.759,0.153414,312.56,313.13,0.0,OK:16,data\mode_shape\raw\20260627_195205_f680Hz_x21cm.csv,,0.8903329584762772,0.0004367720536947,False,
20260627_195217_f680Hz_x22cm,2026-06-27T19:52:24,680,22.0,2,5,16,327.855,327.959,0.374631,327.49,328.58,0.0,OK:16,data\mode_shape\raw\20260627_195217_f680Hz_x22cm.csv,,0.9334083047445516,0.0010665803071929,False,
20260627_195227_f680Hz_x23cm,2026-06-27T19:52:35,680,23.0,2,5,16,339.43,339.406,0.230352,338.94,339.83,0.0,OK:16,data\mode_shape\raw\20260627_195227_f680Hz_x23cm.csv,,0.96636251049837,0.0006558157411493,False,
20260627_195238_f680Hz_x24cm,2026-06-27T19:52:46,680,24.0,2,5,16,343.7,343.689,0.436976,343.01,344.32,0.0,OK:16,data\mode_shape\raw\20260627_195238_f680Hz_x24cm.csv,,0.9785192671781804,0.001244077495765,False,
20260627_195250_f680Hz_x25cm,2026-06-27T19:52:57,680,25.0,2,5,16,347.76,347.552,1.90109,343.7,350.65,0.0,OK:16,data\mode_shape\raw\20260627_195250_f680Hz_x25cm.csv,,0.990078150578656,0.0054124329171945,False,
20260627_195302_f680Hz_x26cm,2026-06-27T19:53:09,680,26.0,2,5,16,351.245,351.192,0.232069,350.54,351.57,0.0,OK:16,data\mode_shape\raw\20260627_195302_f680Hz_x26cm.csv,,1.0,0.0006607040669618,False,
20260627_195314_f680Hz_x27cm,2026-06-27T19:53:21,680,27.0,2,5,16,348.325,348.296,0.109708,348.1,348.47,0.0,OK:16,data\mode_shape\raw\20260627_195314_f680Hz_x27cm.csv,,0.9916867144016284,0.000312340389187,False,
20260627_195324_f680Hz_x28cm,2026-06-27T19:53:32,680,28.0,2,5,16,343.18,343.202,0.142969,342.99,343.54,0.0,OK:16,data\mode_shape\raw\20260627_195324_f680Hz_x28cm.csv,,0.9770388190579226,0.0004070349755868,False,
20260627_195337_f680Hz_x29cm,2026-06-27T19:53:44,680,29.0,2,5,16,333.805,333.75,0.195448,333.37,334.0,0.0,OK:16,data\mode_shape\raw\20260627_195337_f680Hz_x29cm.csv,,0.9503480476590416,0.0005564435080926,False,
20260627_195347_f680Hz_x30cm,2026-06-27T19:53:58,680,30.0,2,5,16,312.495,312.502,0.151183,312.23,312.73,0.0,OK:16,data\mode_shape\raw\20260627_195347_f680Hz_x30cm.csv,,0.8896781448846247,0.0004304203618556,False,
20260627_195403_f680Hz_x31cm,2026-06-27T19:54:10,680,31.0,2,5,16,285.625,285.407,1.05489,283.6,287.12,0.0,OK:16,data\mode_shape\raw\20260627_195403_f680Hz_x31cm.csv,,0.8131788352859115,0.0030032883030363,False,
20260627_195416_f680Hz_x32cm,2026-06-27T19:54:23,680,32.0,2,5,16,236.7,236.759,0.170678,236.51,237.08,0.0,OK:16,data\mode_shape\raw\20260627_195416_f680Hz_x32cm.csv,,0.6738885962789506,0.0004859229312872,False,
20260627_195429_f680Hz_x33cm,2026-06-27T19:54:36,680,33.0,2,5,16,199.92,200.059,0.530423,199.29,201.14,0.0,OK:16,data\mode_shape\raw\20260627_195429_f680Hz_x33cm.csv,,0.5691753619268601,0.0015101225640222,False,
20260627_195437_f680Hz_x34cm,2026-06-27T19:54:48,680,34.0,2,5,16,139.675,139.656,0.128742,139.39,139.85,0.0,OK:16,data\mode_shape\raw\20260627_195437_f680Hz_x34cm.csv,,0.3976569061481302,0.0003665304844197,False,
20260627_195452_f680Hz_x35cm,2026-06-27T19:55:00,680,35.0,2,5,16,87.735,87.7381,0.0599186,87.65,87.84,0.0,OK:16,data\mode_shape\raw\20260627_195452_f680Hz_x35cm.csv,,0.2497829150592891,0.0001705891898817,False,
20260627_195504_f680Hz_x36cm,2026-06-27T19:55:11,680,36.0,2,5,16,35.905,35.9312,0.0793627,35.8,36.08,0.0,OK:16,data\mode_shape\raw\20260627_195504_f680Hz_x36cm.csv,,0.1022220956881948,0.0002259468462184,False,
20260627_195515_f680Hz_x37cm,2026-06-27T19:55:22,680,37.0,2,5,16,10.09,10.0925,0.0611862,9.99,10.2,0.0,OK:16,data\mode_shape\raw\20260627_195515_f680Hz_x37cm.csv,,0.0287263875642357,0.0001741980668763,False,
20260627_195525_f680Hz_x38cm,2026-06-27T19:55:33,680,38.0,2,5,16,7.825,7.80625,0.0867378,7.63,7.96,0.0,OK:16,data\mode_shape\raw\20260627_195525_f680Hz_x38cm.csv,,0.0222778971942661,0.0002469438710871,False,
20260627_195536_f680Hz_x39cm,2026-06-27T19:55:44,680,39.0,2,5,16,28.905,28.9112,0.0463512,28.84,28.99,0.0,OK:16,data\mode_shape\raw\20260627_195536_f680Hz_x39cm.csv,,0.0822929863770302,0.0001319625902148,False,
20260627_195549_f680Hz_x40cm,2026-06-27T19:55:56,680,40.0,2,5,16,63.32,63.2888,0.123889,62.84,63.4,0.0,OK:16,data\mode_shape\raw\20260627_195549_f680Hz_x40cm.csv,,0.1802730287975629,0.0003527139176358,False,
20260627_195600_f680Hz_x41cm,2026-06-27T19:56:08,680,41.0,2,5,16,106.495,106.437,0.169953,106.17,106.68,0.0,OK:16,data\mode_shape\raw\20260627_195600_f680Hz_x41cm.csv,,0.3031929280132102,0.0004838588449657,False,
20260627_195611_f680Hz_x42cm,2026-06-27T19:56:19,680,42.0,2,5,16,154.815,154.778,0.695173,153.25,155.67,0.0,OK:16,data\mode_shape\raw\20260627_195611_f680Hz_x42cm.csv,,0.4407607225725633,0.0019791683867386,False,
20260627_195622_f680Hz_x43cm,2026-06-27T19:56:30,680,43.0,2,5,16,208.93,208.835,0.304179,207.95,209.14,0.0,OK:16,data\mode_shape\raw\20260627_195622_f680Hz_x43cm.csv,,0.5948269726259449,0.0008660023630229,False,
