elapsed_s,amplitude,range,status,raw_line
0.719,268.92,713,OK,268.92 | 713 | OK
1.031,269.36,716,OK,269.36 | 716 | OK
1.328,269.48,713,OK,269.48 | 713 | OK
1.625,269.2,718,OK,269.20 | 718 | OK
1.922,269.39,712,OK,269.39 | 712 | OK
2.219,269.29,714,OK,269.29 | 714 | OK
2.531,268.96,716,OK,268.96 | 716 | OK
2.828,268.82,719,OK,268.82 | 719 | OK
3.141,269.04,712,OK,269.04 | 712 | OK
3.438,269.36,716,OK,269.36 | 716 | OK
3.734,269.44,716,OK,269.44 | 716 | OK
4.031,269.15,711,OK,269.15 | 711 | OK
4.344,269.48,716,OK,269.48 | 716 | OK
4.641,269.1,721,OK,269.10 | 721 | OK
4.938,268.67,712,OK,268.67 | 712 | OK
5.234,268.76,719,OK,268.76 | 719 | OK
5.531,269.17,714,OK,269.17 | 714 | OK
5.844,269.44,717,OK,269.44 | 717 | OK
6.141,269.3,717,OK,269.30 | 717 | OK
