elapsed_s,amplitude,range,status,raw_line
0.734,301.59,789,OK,301.59 | 789 | OK
1.031,301.18,785,OK,301.18 | 785 | OK
1.343,301.27,785,OK,301.27 | 785 | OK
1.640,301.74,792,OK,301.74 | 792 | OK
1.937,300.72,781,OK,300.72 | 781 | OK
2.234,300.12,785,OK,300.12 | 785 | OK
2.531,299.47,786,OK,299.47 | 786 | OK
2.843,300.71,778,OK,300.71 | 778 | OK
3.140,301.31,789,OK,301.31 | 789 | OK
3.437,300.52,786,OK,300.52 | 786 | OK
3.734,299.16,776,OK,299.16 | 776 | OK
4.047,297.83,785,OK,297.83 | 785 | OK
4.343,299.4,783,OK,299.40 | 783 | OK
4.640,299.35,780,OK,299.35 | 780 | OK
4.937,297.68,785,OK,297.68 | 785 | OK
5.234,297.82,777,OK,297.82 | 777 | OK
