elapsed_s,amplitude,range,status,raw_line
0.735,105.69,303,OK,105.69 | 303 | OK
1.032,106.55,330,OK,106.55 | 330 | OK
1.329,106,307,OK,106.00 | 307 | OK
1.625,105.84,310,OK,105.84 | 310 | OK
1.922,106.04,307,OK,106.04 | 307 | OK
2.235,105.98,306,OK,105.98 | 306 | OK
2.532,106.02,309,OK,106.02 | 309 | OK
2.844,105.94,306,OK,105.94 | 306 | OK
3.141,106.03,304,OK,106.03 | 304 | OK
3.438,105.97,307,OK,105.97 | 307 | OK
3.735,105.97,306,OK,105.97 | 306 | OK
4.032,106.06,322,OK,106.06 | 322 | OK
4.344,105.93,304,OK,105.93 | 304 | OK
4.641,106.02,308,OK,106.02 | 308 | OK
4.938,105.89,305,OK,105.89 | 305 | OK
5.235,105.96,306,OK,105.96 | 306 | OK
