elapsed_s,amplitude,range,status,raw_line
0.734,284.84,753,OK,284.84 | 753 | OK
1.031,284.27,743,OK,284.27 | 743 | OK
1.328,284.38,754,OK,284.38 | 754 | OK
1.640,284.31,749,OK,284.31 | 749 | OK
1.937,283.78,744,OK,283.78 | 744 | OK
2.234,284.13,752,OK,284.13 | 752 | OK
2.531,284.24,747,OK,284.24 | 747 | OK
2.828,284.39,752,OK,284.39 | 752 | OK
3.140,284.55,753,OK,284.55 | 753 | OK
3.437,284.49,748,OK,284.49 | 748 | OK
3.734,284.6,749,OK,284.60 | 749 | OK
4.046,284.64,754,OK,284.64 | 754 | OK
4.328,284.47,742,OK,284.47 | 742 | OK
4.640,284.66,751,OK,284.66 | 751 | OK
4.937,284.58,754,OK,284.58 | 754 | OK
5.250,284.5,746,OK,284.50 | 746 | OK
