elapsed_s,amplitude,range,status,raw_line
0.734,10.66,44,OK,10.66 | 44 | OK
1.031,10.64,40,OK,10.64 | 40 | OK
1.328,10.72,43,OK,10.72 | 43 | OK
1.625,10.69,44,OK,10.69 | 44 | OK
1.922,10.61,43,OK,10.61 | 43 | OK
2.234,10.7,44,OK,10.70 | 44 | OK
2.531,10.75,43,OK,10.75 | 43 | OK
2.828,10.69,43,OK,10.69 | 43 | OK
3.140,10.68,41,OK,10.68 | 41 | OK
3.437,10.77,43,OK,10.77 | 43 | OK
3.734,10.69,43,OK,10.69 | 43 | OK
4.031,10.71,42,OK,10.71 | 42 | OK
4.344,10.71,47,OK,10.71 | 47 | OK
4.640,10.64,42,OK,10.64 | 42 | OK
4.937,10.75,43,OK,10.75 | 43 | OK
5.234,10.68,43,OK,10.68 | 43 | OK
