elapsed_s,amplitude,range,status,raw_line
0.735,298.17,794,OK,298.17 | 794 | OK
1.032,297.94,782,OK,297.94 | 782 | OK
1.344,298.3,794,OK,298.30 | 794 | OK
1.641,298.06,785,OK,298.06 | 785 | OK
1.938,298.07,791,OK,298.07 | 791 | OK
2.235,298.14,794,OK,298.14 | 794 | OK
2.547,297.8,781,OK,297.80 | 781 | OK
2.844,298.17,793,OK,298.17 | 793 | OK
3.141,297.84,781,OK,297.84 | 781 | OK
3.438,297.91,789,OK,297.91 | 789 | OK
3.735,297.99,795,OK,297.99 | 795 | OK
4.047,297.75,786,OK,297.75 | 786 | OK
4.344,297.98,792,OK,297.98 | 792 | OK
4.641,297.86,786,OK,297.86 | 786 | OK
4.953,297.92,789,OK,297.92 | 789 | OK
5.250,298.18,792,OK,298.18 | 792 | OK
