elapsed_s,amplitude,range,status,raw_line
0.734,106.68,313,OK,106.68 | 313 | OK
1.047,106.49,313,OK,106.49 | 313 | OK
1.344,106.24,310,OK,106.24 | 310 | OK
1.640,106.18,308,OK,106.18 | 308 | OK
1.937,106.2,309,OK,106.20 | 309 | OK
2.250,106.17,316,OK,106.17 | 316 | OK
2.547,106.25,309,OK,106.25 | 309 | OK
2.844,106.6,312,OK,106.60 | 312 | OK
3.140,106.6,314,OK,106.60 | 314 | OK
3.437,106.47,311,OK,106.47 | 311 | OK
3.750,106.56,312,OK,106.56 | 312 | OK
4.047,106.64,316,OK,106.64 | 316 | OK
4.344,106.51,309,OK,106.51 | 309 | OK
4.656,106.5,309,OK,106.50 | 309 | OK
4.953,106.37,317,OK,106.37 | 317 | OK
5.250,106.53,309,OK,106.53 | 309 | OK
