elapsed_s,amplitude,range,status,raw_line
0.734,279.56,696,OK,279.56 | 696 | OK
1.047,279.54,696,OK,279.54 | 696 | OK
1.343,279.52,695,OK,279.52 | 695 | OK
1.640,279.5,696,OK,279.50 | 696 | OK
1.937,279.47,695,OK,279.47 | 695 | OK
2.234,279.42,694,OK,279.42 | 694 | OK
2.547,279.47,695,OK,279.47 | 695 | OK
2.843,279.35,695,OK,279.35 | 695 | OK
3.140,279.17,695,OK,279.17 | 695 | OK
3.453,279.14,693,OK,279.14 | 693 | OK
3.750,278.95,694,OK,278.95 | 694 | OK
4.047,278.84,695,OK,278.84 | 695 | OK
4.343,278.77,694,OK,278.77 | 694 | OK
4.640,278.65,694,OK,278.65 | 694 | OK
4.953,278.52,693,OK,278.52 | 693 | OK
5.250,278.39,692,OK,278.39 | 692 | OK
5.547,278.88,694,OK,278.88 | 694 | OK
5.859,278.87,694,OK,278.87 | 694 | OK
6.140,278.9,695,OK,278.90 | 695 | OK
6.453,278.76,695,OK,278.76 | 695 | OK
6.750,278.76,693,OK,278.76 | 693 | OK
7.062,278.9,696,OK,278.90 | 696 | OK
7.359,278.8,695,OK,278.80 | 695 | OK
7.656,278.8,695,OK,278.80 | 695 | OK
7.953,278.8,694,OK,278.80 | 694 | OK
8.265,278.78,694,OK,278.78 | 694 | OK
8.562,278.77,699,OK,278.77 | 699 | OK
8.859,278.62,694,OK,278.62 | 694 | OK
9.156,278.61,694,OK,278.61 | 694 | OK
9.468,278.57,692,OK,278.57 | 692 | OK
9.765,278.77,697,OK,278.77 | 697 | OK
10.062,278.14,693,OK,278.14 | 693 | OK
