elapsed_s,amplitude,range,status,raw_line
0.735,344.75,876,OK,344.75 | 876 | OK
1.031,344.36,875,OK,344.36 | 875 | OK
1.328,344.41,874,OK,344.41 | 874 | OK
1.641,344.63,874,OK,344.63 | 874 | OK
1.938,344.44,876,OK,344.44 | 876 | OK
2.235,344.44,873,OK,344.44 | 873 | OK
2.531,344.4,876,OK,344.40 | 876 | OK
2.844,344.55,875,OK,344.55 | 875 | OK
3.141,344.85,874,OK,344.85 | 874 | OK
3.438,344.74,876,OK,344.74 | 876 | OK
3.750,344.43,874,OK,344.43 | 874 | OK
4.047,344.44,877,OK,344.44 | 877 | OK
4.344,344.37,874,OK,344.37 | 874 | OK
4.641,344.23,874,OK,344.23 | 874 | OK
4.938,344.31,875,OK,344.31 | 875 | OK
5.250,344.28,875,OK,344.28 | 875 | OK
