elapsed_s,amplitude,range,status,raw_line
0.719,228.77,614,OK,228.77 | 614 | OK
1.032,228.9,610,OK,228.90 | 610 | OK
1.328,228.99,612,OK,228.99 | 612 | OK
1.625,229.54,615,OK,229.54 | 615 | OK
1.938,229.46,608,OK,229.46 | 608 | OK
2.235,229.42,613,OK,229.42 | 613 | OK
2.532,229.24,614,OK,229.24 | 614 | OK
2.828,229.19,610,OK,229.19 | 610 | OK
3.141,229.32,615,OK,229.32 | 615 | OK
3.438,229.49,612,OK,229.49 | 612 | OK
3.735,229.42,613,OK,229.42 | 613 | OK
4.032,229.43,616,OK,229.43 | 616 | OK
4.328,229.7,608,OK,229.70 | 608 | OK
4.641,229.59,613,OK,229.59 | 613 | OK
4.938,229.64,612,OK,229.64 | 612 | OK
5.235,229.65,612,OK,229.65 | 612 | OK
