elapsed_s,amplitude,range,status,raw_line
0.734,302.09,715,OK,302.09 | 715 | OK
1.031,301.92,715,OK,301.92 | 715 | OK
1.328,301.7,715,OK,301.70 | 715 | OK
1.640,301.12,713,OK,301.12 | 713 | OK
1.937,300.81,712,OK,300.81 | 712 | OK
2.234,300.87,715,OK,300.87 | 715 | OK
2.531,301.03,711,OK,301.03 | 711 | OK
2.843,300.86,712,OK,300.86 | 712 | OK
3.140,300.92,713,OK,300.92 | 713 | OK
3.437,300.91,712,OK,300.91 | 712 | OK
3.734,300.64,711,OK,300.64 | 711 | OK
4.046,300.45,711,OK,300.45 | 711 | OK
4.343,300.38,712,OK,300.38 | 712 | OK
4.640,300.13,710,OK,300.13 | 710 | OK
4.937,300.08,711,OK,300.08 | 711 | OK
5.250,299.8,710,OK,299.80 | 710 | OK
5.546,298.9,708,OK,298.90 | 708 | OK
5.843,300.39,713,OK,300.39 | 713 | OK
6.140,301.01,713,OK,301.01 | 713 | OK
6.453,301.05,715,OK,301.05 | 715 | OK
6.750,300.87,712,OK,300.87 | 712 | OK
7.046,300.55,711,OK,300.55 | 711 | OK
7.343,300.15,711,OK,300.15 | 711 | OK
7.656,299.99,710,OK,299.99 | 710 | OK
7.953,299.74,710,OK,299.74 | 710 | OK
8.250,299.32,708,OK,299.32 | 708 | OK
8.546,297.43,708,OK,297.43 | 708 | OK
8.859,297.61,709,OK,297.61 | 709 | OK
9.156,298.89,708,OK,298.89 | 708 | OK
9.453,298.63,708,OK,298.63 | 708 | OK
9.750,298.54,706,OK,298.54 | 706 | OK
10.062,298.23,706,OK,298.23 | 706 | OK
