elapsed_s,amplitude,range,status,raw_line
0.750,88.51,289,OK,88.51 | 289 | OK
1.047,88.28,274,OK,88.28 | 274 | OK
1.344,88.07,274,OK,88.07 | 274 | OK
1.640,88.34,273,OK,88.34 | 273 | OK
1.937,88.21,273,OK,88.21 | 273 | OK
2.250,88.25,274,OK,88.25 | 274 | OK
2.547,88.25,272,OK,88.25 | 272 | OK
2.844,88.53,274,OK,88.53 | 274 | OK
3.156,88.41,274,OK,88.41 | 274 | OK
3.453,88.5,278,OK,88.50 | 278 | OK
3.750,88.74,277,OK,88.74 | 277 | OK
4.047,88.85,279,OK,88.85 | 279 | OK
4.344,88.97,279,OK,88.97 | 279 | OK
4.656,90.8,343,OK,90.80 | 343 | OK
4.953,89.23,293,OK,89.23 | 293 | OK
5.250,89.01,282,OK,89.01 | 282 | OK
5.547,88.88,288,OK,88.88 | 288 | OK
5.859,88.91,282,OK,88.91 | 282 | OK
6.156,88.94,282,OK,88.94 | 282 | OK
6.453,88.89,276,OK,88.89 | 276 | OK
6.750,88.86,279,OK,88.86 | 279 | OK
7.062,88.92,275,OK,88.92 | 275 | OK
7.359,88.85,278,OK,88.85 | 278 | OK
7.656,88.97,274,OK,88.97 | 274 | OK
7.953,89.18,278,OK,89.18 | 278 | OK
8.265,88.98,277,OK,88.98 | 277 | OK
8.562,89.07,274,OK,89.07 | 274 | OK
8.859,89.06,274,OK,89.06 | 274 | OK
9.156,88.86,272,OK,88.86 | 272 | OK
9.469,88.93,273,OK,88.93 | 273 | OK
9.765,89.09,286,OK,89.09 | 286 | OK
10.062,88.85,276,OK,88.85 | 276 | OK
