elapsed_s,amplitude,range,status,raw_line
0.735,148.78,411,OK,148.78 | 411 | OK
1.031,148.99,416,OK,148.99 | 416 | OK
1.328,148.76,413,OK,148.76 | 413 | OK
1.625,148.47,412,OK,148.47 | 412 | OK
1.938,148.4,410,OK,148.40 | 410 | OK
2.235,148.56,410,OK,148.56 | 410 | OK
2.531,148.88,410,OK,148.88 | 410 | OK
2.828,148.81,412,OK,148.81 | 412 | OK
3.125,148.82,411,OK,148.82 | 411 | OK
3.438,148.88,411,OK,148.88 | 411 | OK
3.750,148.75,412,OK,148.75 | 412 | OK
4.047,148.53,410,OK,148.53 | 410 | OK
4.344,148.49,413,OK,148.49 | 413 | OK
4.641,148.63,411,OK,148.63 | 411 | OK
4.938,148.9,412,OK,148.90 | 412 | OK
5.250,148.82,412,OK,148.82 | 412 | OK
5.547,148.9,410,OK,148.90 | 410 | OK
5.844,148.87,410,OK,148.87 | 410 | OK
6.141,148.51,409,OK,148.51 | 409 | OK
