elapsed_s,amplitude,range,status,raw_line
0.735,197.72,544,OK,197.72 | 544 | OK
1.032,197.7,534,OK,197.70 | 534 | OK
1.328,196.98,533,OK,196.98 | 533 | OK
1.625,197.17,539,OK,197.17 | 539 | OK
1.938,197.6,540,OK,197.60 | 540 | OK
2.235,198.01,533,OK,198.01 | 533 | OK
2.532,198.14,543,OK,198.14 | 543 | OK
2.828,197.81,540,OK,197.81 | 540 | OK
3.125,197.88,535,OK,197.88 | 535 | OK
3.438,197.9,542,OK,197.90 | 542 | OK
3.735,197.9,542,OK,197.90 | 542 | OK
4.032,197.71,534,OK,197.71 | 534 | OK
4.328,197.75,541,OK,197.75 | 541 | OK
4.641,197.68,539,OK,197.68 | 539 | OK
4.938,198.01,530,OK,198.01 | 530 | OK
5.235,198,538,OK,198.00 | 538 | OK
