elapsed_s,amplitude,range,status,raw_line
0.735,50.64,169,OK,50.64 | 169 | OK
1.032,50.65,170,OK,50.65 | 170 | OK
1.344,50.6,171,OK,50.60 | 171 | OK
1.641,50.51,170,OK,50.51 | 170 | OK
1.938,50.5,169,OK,50.50 | 169 | OK
2.235,50.46,168,OK,50.46 | 168 | OK
2.532,50.35,167,OK,50.35 | 167 | OK
2.844,50.37,170,OK,50.37 | 170 | OK
3.141,50.23,170,OK,50.23 | 170 | OK
3.438,50.97,170,OK,50.97 | 170 | OK
3.735,50.74,169,OK,50.74 | 169 | OK
4.047,50.97,171,OK,50.97 | 171 | OK
4.344,51.22,170,OK,51.22 | 170 | OK
4.641,51.13,168,OK,51.13 | 168 | OK
4.938,50.9,182,OK,50.90 | 182 | OK
5.250,50.79,172,OK,50.79 | 172 | OK
