elapsed_s,amplitude,range,status,raw_line
0.734,32.38,104,OK,32.38 | 104 | OK
1.031,32.41,100,OK,32.41 | 100 | OK
1.328,32.51,105,OK,32.51 | 105 | OK
1.641,32.42,101,OK,32.42 | 101 | OK
1.937,32.38,102,OK,32.38 | 102 | OK
2.250,32.49,102,OK,32.49 | 102 | OK
2.547,32.53,101,OK,32.53 | 101 | OK
2.844,32.59,102,OK,32.59 | 102 | OK
3.141,32.59,102,OK,32.59 | 102 | OK
3.437,32.54,101,OK,32.54 | 101 | OK
3.750,32.46,104,OK,32.46 | 104 | OK
4.047,32.44,102,OK,32.44 | 102 | OK
4.344,32.4,104,OK,32.40 | 104 | OK
4.641,32.39,98,OK,32.39 | 98 | OK
4.937,32.52,102,OK,32.52 | 102 | OK
5.250,32.64,100,OK,32.64 | 100 | OK
