elapsed_s,amplitude,range,status,raw_line
0.734,48.14,147,OK,48.14 | 147 | OK
1.031,48.2,149,OK,48.20 | 149 | OK
1.344,48.35,151,OK,48.35 | 151 | OK
1.641,48.31,150,OK,48.31 | 150 | OK
1.938,48.33,149,OK,48.33 | 149 | OK
2.234,48.34,150,OK,48.34 | 150 | OK
2.531,48.21,147,OK,48.21 | 147 | OK
2.844,48.28,145,OK,48.28 | 145 | OK
3.141,48.26,143,OK,48.26 | 143 | OK
3.438,48.29,146,OK,48.29 | 146 | OK
3.734,48.26,147,OK,48.26 | 147 | OK
4.047,48.36,148,OK,48.36 | 148 | OK
4.344,48.38,150,OK,48.38 | 150 | OK
4.641,48.42,151,OK,48.42 | 151 | OK
4.953,48.41,149,OK,48.41 | 149 | OK
5.250,48.35,145,OK,48.35 | 145 | OK
