elapsed_s,amplitude,range,status,raw_line
0.735,305.41,706,OK,305.41 | 706 | OK
1.032,305.42,707,OK,305.42 | 707 | OK
1.328,305.16,706,OK,305.16 | 706 | OK
1.641,305.4,705,OK,305.40 | 705 | OK
1.938,305.28,707,OK,305.28 | 707 | OK
2.235,305.27,706,OK,305.27 | 706 | OK
2.532,305.35,706,OK,305.35 | 706 | OK
2.828,305.44,709,OK,305.44 | 709 | OK
3.141,305.47,707,OK,305.47 | 707 | OK
3.438,305.55,707,OK,305.55 | 707 | OK
3.735,305.65,707,OK,305.65 | 707 | OK
4.032,305.7,708,OK,305.70 | 708 | OK
4.344,305.84,707,OK,305.84 | 707 | OK
4.641,305.82,706,OK,305.82 | 706 | OK
4.938,305.87,708,OK,305.87 | 708 | OK
5.235,306.12,708,OK,306.12 | 708 | OK
5.532,305.9,708,OK,305.90 | 708 | OK
5.844,306.03,709,OK,306.03 | 709 | OK
6.141,306,708,OK,306.00 | 708 | OK
6.438,306.13,708,OK,306.13 | 708 | OK
6.750,305.97,707,OK,305.97 | 707 | OK
7.047,305.98,708,OK,305.98 | 708 | OK
7.344,305.99,707,OK,305.99 | 707 | OK
7.641,306.05,706,OK,306.05 | 706 | OK
7.953,306,707,OK,306.00 | 707 | OK
8.250,305.89,706,OK,305.89 | 706 | OK
8.547,306.01,707,OK,306.01 | 707 | OK
8.844,306,708,OK,306.00 | 708 | OK
9.141,306.2,708,OK,306.20 | 708 | OK
9.453,306.17,708,OK,306.17 | 708 | OK
9.750,306.12,710,OK,306.12 | 710 | OK
10.047,306.07,707,OK,306.07 | 707 | OK
