elapsed_s,amplitude,range,status,raw_line
0.734,358.02,786,OK,358.02 | 786 | OK
1.046,358.03,785,OK,358.03 | 785 | OK
1.343,358.03,785,OK,358.03 | 785 | OK
1.640,358.01,784,OK,358.01 | 784 | OK
1.937,358.02,785,OK,358.02 | 785 | OK
2.250,357.99,785,OK,357.99 | 785 | OK
2.546,357.98,785,OK,357.98 | 785 | OK
2.843,358.01,785,OK,358.01 | 785 | OK
3.140,357.96,785,OK,357.96 | 785 | OK
3.437,357.95,786,OK,357.95 | 786 | OK
3.750,357.87,785,OK,357.87 | 785 | OK
4.046,357.86,785,OK,357.86 | 785 | OK
4.343,357.85,785,OK,357.85 | 785 | OK
4.656,357.75,785,OK,357.75 | 785 | OK
4.953,357.63,784,OK,357.63 | 784 | OK
5.250,357.61,784,OK,357.61 | 784 | OK
5.546,357.6,784,OK,357.60 | 784 | OK
5.843,357.58,784,OK,357.58 | 784 | OK
6.156,357.52,785,OK,357.52 | 785 | OK
6.453,357.43,784,OK,357.43 | 784 | OK
6.750,357.28,783,OK,357.28 | 783 | OK
7.046,357.2,783,OK,357.20 | 783 | OK
7.359,357.01,783,OK,357.01 | 783 | OK
7.656,356.72,784,OK,356.72 | 784 | OK
7.953,356.46,785,OK,356.46 | 785 | OK
8.265,357.7,785,OK,357.70 | 785 | OK
8.562,357.72,786,OK,357.72 | 786 | OK
8.859,357.74,784,OK,357.74 | 784 | OK
9.156,357.68,785,OK,357.68 | 785 | OK
9.453,357.72,785,OK,357.72 | 785 | OK
9.765,357.64,785,OK,357.64 | 785 | OK
10.062,357.58,784,OK,357.58 | 784 | OK
