elapsed_s,amplitude,range,status,raw_line
0.735,13.62,48,OK,13.62 | 48 | OK
1.032,13.65,45,OK,13.65 | 45 | OK
1.328,13.66,46,OK,13.66 | 46 | OK
1.625,13.64,47,OK,13.64 | 47 | OK
1.938,13.64,46,OK,13.64 | 46 | OK
2.235,13.62,46,OK,13.62 | 46 | OK
2.547,13.56,47,OK,13.56 | 47 | OK
2.844,13.65,49,OK,13.65 | 49 | OK
3.141,13.61,47,OK,13.61 | 47 | OK
3.438,13.67,48,OK,13.67 | 48 | OK
3.735,13.64,46,OK,13.64 | 46 | OK
4.047,13.61,46,OK,13.61 | 46 | OK
4.344,13.61,48,OK,13.61 | 48 | OK
4.641,13.63,47,OK,13.63 | 47 | OK
4.938,13.61,46,OK,13.61 | 46 | OK
5.235,13.62,47,OK,13.62 | 47 | OK
5.547,13.64,46,OK,13.64 | 46 | OK
5.844,13.58,46,OK,13.58 | 46 | OK
6.141,13.55,47,OK,13.55 | 47 | OK
