elapsed_s,amplitude,range,status,raw_line
0.734,356.01,783,OK,356.01 | 783 | OK
1.031,356.02,782,OK,356.02 | 782 | OK
1.343,355.95,781,OK,355.95 | 781 | OK
1.640,355.95,782,OK,355.95 | 782 | OK
1.937,355.55,780,OK,355.55 | 780 | OK
2.234,355.32,784,OK,355.32 | 784 | OK
2.547,356.17,781,OK,356.17 | 781 | OK
2.843,355.41,781,OK,355.41 | 781 | OK
3.140,356.47,783,OK,356.47 | 783 | OK
3.437,356.25,782,OK,356.25 | 782 | OK
3.750,356.23,782,OK,356.23 | 782 | OK
4.047,356.06,782,OK,356.06 | 782 | OK
4.343,355.78,781,OK,355.78 | 781 | OK
4.640,355.7,780,OK,355.70 | 780 | OK
4.953,355.08,780,OK,355.08 | 780 | OK
5.250,356.02,782,OK,356.02 | 782 | OK
5.547,355.76,782,OK,355.76 | 782 | OK
5.843,356.25,784,OK,356.25 | 784 | OK
6.140,356.79,784,OK,356.79 | 784 | OK
6.453,356.78,784,OK,356.78 | 784 | OK
6.750,356.68,783,OK,356.68 | 783 | OK
7.047,356.59,783,OK,356.59 | 783 | OK
7.343,356.58,783,OK,356.58 | 783 | OK
7.656,356.54,783,OK,356.54 | 783 | OK
7.953,356.43,784,OK,356.43 | 784 | OK
8.250,356.4,782,OK,356.40 | 782 | OK
8.547,356.24,782,OK,356.24 | 782 | OK
8.859,356.05,782,OK,356.05 | 782 | OK
9.156,355.77,782,OK,355.77 | 782 | OK
9.453,356.54,784,OK,356.54 | 784 | OK
9.750,357.2,784,OK,357.20 | 784 | OK
10.062,357.24,784,OK,357.24 | 784 | OK
