elapsed_s,amplitude,range,status,raw_line
0.734,314.59,816,OK,314.59 | 816 | OK
1.047,314.46,817,OK,314.46 | 817 | OK
1.344,314.67,816,OK,314.67 | 816 | OK
1.640,314.47,817,OK,314.47 | 817 | OK
1.937,314.15,816,OK,314.15 | 816 | OK
2.234,314.18,818,OK,314.18 | 818 | OK
2.547,314.55,816,OK,314.55 | 816 | OK
2.844,315.04,822,OK,315.04 | 822 | OK
3.140,314.73,814,OK,314.73 | 814 | OK
3.453,314.78,816,OK,314.78 | 816 | OK
3.750,314.96,815,OK,314.96 | 815 | OK
4.047,314.48,817,OK,314.48 | 817 | OK
4.344,314.36,817,OK,314.36 | 817 | OK
4.640,314.33,820,OK,314.33 | 820 | OK
4.953,314.91,815,OK,314.91 | 815 | OK
5.250,315.1,815,OK,315.10 | 815 | OK
5.547,314.77,815,OK,314.77 | 815 | OK
5.859,314.98,817,OK,314.98 | 817 | OK
6.156,314.85,817,OK,314.85 | 817 | OK
6.453,314.36,815,OK,314.36 | 815 | OK
6.750,314.08,815,OK,314.08 | 815 | OK
7.047,314.4,816,OK,314.40 | 816 | OK
7.359,314.89,815,OK,314.89 | 815 | OK
7.656,314.94,816,OK,314.94 | 816 | OK
7.953,314.8,816,OK,314.80 | 816 | OK
8.250,314.99,817,OK,314.99 | 817 | OK
