elapsed_s,amplitude,range,status,raw_line
0.734,224.07,602,OK,224.07 | 602 | OK
1.031,224.35,615,OK,224.35 | 615 | OK
1.328,224.34,619,OK,224.34 | 619 | OK
1.640,224.13,605,OK,224.13 | 605 | OK
1.937,224.5,618,OK,224.50 | 618 | OK
2.234,224.51,615,OK,224.51 | 615 | OK
2.531,224.55,609,OK,224.55 | 609 | OK
2.844,224.66,618,OK,224.66 | 618 | OK
3.140,224.68,603,OK,224.68 | 603 | OK
3.437,224.93,617,OK,224.93 | 617 | OK
3.750,224.95,619,OK,224.95 | 619 | OK
4.047,224.88,610,OK,224.88 | 610 | OK
4.344,224.98,617,OK,224.98 | 617 | OK
4.640,224.83,614,OK,224.83 | 614 | OK
4.953,224.98,612,OK,224.98 | 612 | OK
5.250,225.03,619,OK,225.03 | 619 | OK
