elapsed_s,amplitude,range,status,raw_line
0.735,45.76,138,OK,45.76 | 138 | OK
1.047,45.89,138,OK,45.89 | 138 | OK
1.344,46.01,138,OK,46.01 | 138 | OK
1.641,45.92,139,OK,45.92 | 139 | OK
1.938,45.88,140,OK,45.88 | 140 | OK
2.235,45.56,141,OK,45.56 | 141 | OK
2.547,45.46,134,OK,45.46 | 134 | OK
2.844,45.62,136,OK,45.62 | 136 | OK
3.141,45.61,137,OK,45.61 | 137 | OK
3.438,45.9,140,OK,45.90 | 140 | OK
3.735,45.98,140,OK,45.98 | 140 | OK
4.047,46.03,142,OK,46.03 | 142 | OK
4.344,45.78,140,OK,45.78 | 140 | OK
4.641,45.56,135,OK,45.56 | 135 | OK
4.953,45.51,135,OK,45.51 | 135 | OK
5.250,45.67,141,OK,45.67 | 141 | OK
