elapsed_s,amplitude,range,status,raw_line
0.734,285.46,749,OK,285.46 | 749 | OK
1.031,284.82,749,OK,284.82 | 749 | OK
1.328,284.8,753,OK,284.80 | 753 | OK
1.641,284.81,751,OK,284.81 | 751 | OK
1.937,285.2,751,OK,285.20 | 751 | OK
2.234,285.22,750,OK,285.22 | 750 | OK
2.531,285.05,750,OK,285.05 | 750 | OK
2.828,285.32,750,OK,285.32 | 750 | OK
3.141,285.13,751,OK,285.13 | 751 | OK
3.422,284.69,750,OK,284.69 | 750 | OK
3.734,284.73,751,OK,284.73 | 751 | OK
4.031,284.9,751,OK,284.90 | 751 | OK
4.344,285.44,749,OK,285.44 | 749 | OK
4.641,285.15,750,OK,285.15 | 750 | OK
4.937,285.32,751,OK,285.32 | 751 | OK
5.234,285.47,750,OK,285.47 | 750 | OK
5.531,285.12,751,OK,285.12 | 751 | OK
5.844,284.67,751,OK,284.67 | 751 | OK
6.141,284.75,750,OK,284.75 | 750 | OK
6.437,285.2,750,OK,285.20 | 750 | OK
6.750,285.45,751,OK,285.45 | 751 | OK
7.047,285.2,749,OK,285.20 | 749 | OK
7.344,285.48,751,OK,285.48 | 751 | OK
7.641,285.3,750,OK,285.30 | 750 | OK
7.937,284.91,748,OK,284.91 | 748 | OK
8.250,284.7,749,OK,284.70 | 749 | OK
