elapsed_s,amplitude,range,status,raw_line
0.735,138.48,382,OK,138.48 | 382 | OK
1.032,138.41,378,OK,138.41 | 378 | OK
1.328,138.38,382,OK,138.38 | 382 | OK
1.641,138.41,381,OK,138.41 | 381 | OK
1.938,138.49,383,OK,138.49 | 383 | OK
2.250,138.57,383,OK,138.57 | 383 | OK
2.547,138.56,376,OK,138.56 | 376 | OK
2.844,138.65,383,OK,138.65 | 383 | OK
3.141,138.61,382,OK,138.61 | 382 | OK
3.438,138.52,379,OK,138.52 | 379 | OK
3.750,138.4,383,OK,138.40 | 383 | OK
4.047,138.74,379,OK,138.74 | 379 | OK
4.344,138.6,383,OK,138.60 | 383 | OK
4.641,138.47,384,OK,138.47 | 384 | OK
4.953,138.45,378,OK,138.45 | 378 | OK
5.250,138.59,384,OK,138.59 | 384 | OK
