elapsed_s,amplitude,range,status,raw_line
0.734,188.62,528,OK,188.62 | 528 | OK
1.031,188.53,517,OK,188.53 | 517 | OK
1.328,188.56,519,OK,188.56 | 519 | OK
1.625,188.92,526,OK,188.92 | 526 | OK
1.938,189.46,519,OK,189.46 | 519 | OK
2.234,190,534,OK,190.00 | 534 | OK
2.531,190.14,529,OK,190.14 | 529 | OK
2.828,190.31,523,OK,190.31 | 523 | OK
3.141,190.23,529,OK,190.23 | 529 | OK
3.438,190.15,518,OK,190.15 | 518 | OK
3.750,190.19,529,OK,190.19 | 529 | OK
4.047,190.15,535,OK,190.15 | 535 | OK
4.344,190.16,517,OK,190.16 | 517 | OK
4.641,190.09,536,OK,190.09 | 536 | OK
4.938,190.07,525,OK,190.07 | 525 | OK
5.250,190.14,521,OK,190.14 | 521 | OK
