elapsed_s,amplitude,range,status,raw_line
0.718,307.9,734,OK,307.90 | 734 | OK
1.031,308.32,736,OK,308.32 | 736 | OK
1.328,308.26,735,OK,308.26 | 735 | OK
1.640,308.26,734,OK,308.26 | 734 | OK
1.937,308.43,736,OK,308.43 | 736 | OK
2.234,308.45,736,OK,308.45 | 736 | OK
2.531,308.4,737,OK,308.40 | 737 | OK
2.828,308.44,735,OK,308.44 | 735 | OK
3.140,308.48,735,OK,308.48 | 735 | OK
3.437,308.47,736,OK,308.47 | 736 | OK
3.734,308.43,736,OK,308.43 | 736 | OK
4.047,308.46,734,OK,308.46 | 734 | OK
4.343,308.43,735,OK,308.43 | 735 | OK
4.640,308.43,736,OK,308.43 | 736 | OK
4.937,308.39,736,OK,308.39 | 736 | OK
5.250,308.46,736,OK,308.46 | 736 | OK
5.547,308.44,735,OK,308.44 | 735 | OK
5.843,308.38,736,OK,308.38 | 736 | OK
6.140,308.43,736,OK,308.43 | 736 | OK
6.437,308.46,735,OK,308.46 | 735 | OK
6.750,308.36,736,OK,308.36 | 736 | OK
7.047,308.45,735,OK,308.45 | 735 | OK
7.343,308.4,737,OK,308.40 | 737 | OK
7.640,308.34,736,OK,308.34 | 736 | OK
7.953,308.34,735,OK,308.34 | 735 | OK
8.250,308.43,736,OK,308.43 | 736 | OK
8.547,308.35,735,OK,308.35 | 735 | OK
8.843,308.38,736,OK,308.38 | 736 | OK
9.140,308.41,735,OK,308.41 | 735 | OK
9.453,308.41,735,OK,308.41 | 735 | OK
9.750,308.32,736,OK,308.32 | 736 | OK
10.047,308.39,735,OK,308.39 | 735 | OK
