elapsed_s,amplitude,range,status,raw_line
0.734,70.58,217,OK,70.58 | 217 | OK
1.031,70.49,212,OK,70.49 | 212 | OK
1.328,70.46,215,OK,70.46 | 215 | OK
1.625,70.53,209,OK,70.53 | 209 | OK
1.937,70.5,212,OK,70.50 | 212 | OK
2.234,70.59,210,OK,70.59 | 210 | OK
2.531,70.46,210,OK,70.46 | 210 | OK
2.843,70.45,210,OK,70.45 | 210 | OK
3.140,70.43,210,OK,70.43 | 210 | OK
3.437,70.42,211,OK,70.42 | 211 | OK
3.734,70.55,213,OK,70.55 | 213 | OK
4.031,70.53,213,OK,70.53 | 213 | OK
4.328,70.58,212,OK,70.58 | 212 | OK
4.640,70.36,213,OK,70.36 | 213 | OK
4.937,70.2,209,OK,70.20 | 209 | OK
5.234,70.34,211,OK,70.34 | 211 | OK
