elapsed_s,amplitude,range,status,raw_line
0.734,273.06,696,OK,273.06 | 696 | OK
1.031,272.75,695,OK,272.75 | 695 | OK
1.328,272.55,693,OK,272.55 | 693 | OK
1.640,271.59,693,OK,271.59 | 693 | OK
1.937,270.29,692,OK,270.29 | 692 | OK
2.234,271.98,693,OK,271.98 | 693 | OK
2.531,271.19,691,OK,271.19 | 691 | OK
2.828,271.89,692,OK,271.89 | 692 | OK
3.140,272.83,695,OK,272.83 | 695 | OK
3.437,273.52,696,OK,273.52 | 696 | OK
3.734,273.79,697,OK,273.79 | 697 | OK
4.047,273.8,698,OK,273.80 | 698 | OK
4.343,273.76,696,OK,273.76 | 696 | OK
4.640,273.29,695,OK,273.29 | 695 | OK
4.937,272.75,694,OK,272.75 | 694 | OK
5.250,273.22,694,OK,273.22 | 694 | OK
