elapsed_s,amplitude,range,status,raw_line
0.734,201.14,578,OK,201.14 | 578 | OK
1.031,201,567,OK,201.00 | 567 | OK
1.328,200.79,557,OK,200.79 | 557 | OK
1.625,200.42,561,OK,200.42 | 561 | OK
1.922,199.95,550,OK,199.95 | 550 | OK
2.234,199.67,552,OK,199.67 | 552 | OK
2.531,199.89,559,OK,199.89 | 559 | OK
2.844,199.58,559,OK,199.58 | 559 | OK
3.141,199.32,555,OK,199.32 | 555 | OK
3.437,199.29,554,OK,199.29 | 554 | OK
3.734,199.8,562,OK,199.80 | 562 | OK
4.031,200.03,560,OK,200.03 | 560 | OK
4.344,200.2,552,OK,200.20 | 552 | OK
4.641,199.87,554,OK,199.87 | 554 | OK
4.937,200.21,554,OK,200.21 | 554 | OK
5.234,199.78,557,OK,199.78 | 557 | OK
