elapsed_s,amplitude,range,status,raw_line
0.734,186.06,506,OK,186.06 | 506 | OK
1.047,186.16,500,OK,186.16 | 500 | OK
1.343,186.22,506,OK,186.22 | 506 | OK
1.640,186.36,509,OK,186.36 | 509 | OK
1.937,186.46,504,OK,186.46 | 504 | OK
2.234,186.49,509,OK,186.49 | 509 | OK
2.547,186.52,503,OK,186.52 | 503 | OK
2.843,186.28,500,OK,186.28 | 500 | OK
3.140,185.84,506,OK,185.84 | 506 | OK
3.453,186.39,503,OK,186.39 | 503 | OK
3.750,186.69,508,OK,186.69 | 508 | OK
4.047,187.03,509,OK,187.03 | 509 | OK
4.343,187.09,504,OK,187.09 | 504 | OK
4.640,187.09,510,OK,187.09 | 510 | OK
4.953,186.95,511,OK,186.95 | 511 | OK
5.250,186.97,504,OK,186.97 | 504 | OK
