elapsed_s,amplitude,range,status,raw_line
0.735,123.37,358,OK,123.37 | 358 | OK
1.031,123.91,359,OK,123.91 | 359 | OK
1.328,124.52,365,OK,124.52 | 365 | OK
1.641,124.94,361,OK,124.94 | 361 | OK
1.938,125.35,366,OK,125.35 | 366 | OK
2.235,125.94,366,OK,125.94 | 366 | OK
2.547,126.14,361,OK,126.14 | 361 | OK
2.844,126.59,369,OK,126.59 | 369 | OK
3.141,126.96,374,OK,126.96 | 374 | OK
3.438,128.02,372,OK,128.02 | 372 | OK
3.750,127.98,372,OK,127.98 | 372 | OK
4.047,128.1,368,OK,128.10 | 368 | OK
4.344,128.5,373,OK,128.50 | 373 | OK
4.641,129.58,375,OK,129.58 | 375 | OK
4.938,129.8,371,OK,129.80 | 371 | OK
5.250,130.54,378,OK,130.54 | 378 | OK
