elapsed_s,amplitude,range,status,raw_line
0.735,38.87,140,OK,38.87 | 140 | OK
1.047,38.47,133,OK,38.47 | 133 | OK
1.344,38.46,140,OK,38.46 | 140 | OK
1.641,38.56,136,OK,38.56 | 136 | OK
1.953,38.33,135,OK,38.33 | 135 | OK
2.250,38.69,135,OK,38.69 | 135 | OK
2.547,38.48,136,OK,38.48 | 136 | OK
2.844,38.61,134,OK,38.61 | 134 | OK
3.141,38.3,132,OK,38.30 | 132 | OK
3.453,38.4,134,OK,38.40 | 134 | OK
3.750,38.56,137,OK,38.56 | 137 | OK
4.047,38.63,137,OK,38.63 | 137 | OK
4.344,38.39,133,OK,38.39 | 133 | OK
4.641,38.46,140,OK,38.46 | 140 | OK
4.953,38.72,134,OK,38.72 | 134 | OK
5.250,38.59,137,OK,38.59 | 137 | OK
5.547,38.48,133,OK,38.48 | 133 | OK
5.860,38.48,135,OK,38.48 | 135 | OK
6.157,38.63,138,OK,38.63 | 138 | OK
6.453,38.51,134,OK,38.51 | 134 | OK
6.750,38.61,134,OK,38.61 | 134 | OK
7.047,38.24,133,OK,38.24 | 133 | OK
7.360,38.42,133,OK,38.42 | 133 | OK
7.657,38.36,135,OK,38.36 | 135 | OK
7.953,38.49,136,OK,38.49 | 136 | OK
8.250,38.41,135,OK,38.41 | 135 | OK
8.563,38.4,135,OK,38.40 | 135 | OK
8.860,38.42,136,OK,38.42 | 136 | OK
9.157,38.47,135,OK,38.47 | 135 | OK
9.469,38.4,134,OK,38.40 | 134 | OK
9.766,37.99,134,OK,37.99 | 134 | OK
10.063,38.02,133,OK,38.02 | 133 | OK
