elapsed_s,amplitude,range,status,raw_line
0.735,218.02,588,OK,218.02 | 588 | OK
1.032,217.87,588,OK,217.87 | 588 | OK
1.328,218.03,591,OK,218.03 | 591 | OK
1.641,217.77,594,OK,217.77 | 594 | OK
1.938,217.49,587,OK,217.49 | 587 | OK
2.235,217.9,591,OK,217.90 | 591 | OK
2.547,217.8,590,OK,217.80 | 590 | OK
2.844,218,590,OK,218.00 | 590 | OK
3.141,217.93,592,OK,217.93 | 592 | OK
3.438,217.72,592,OK,217.72 | 592 | OK
3.735,217.65,588,OK,217.65 | 588 | OK
4.047,217.58,592,OK,217.58 | 592 | OK
4.344,217.64,591,OK,217.64 | 591 | OK
4.641,217.51,589,OK,217.51 | 589 | OK
4.938,217.46,602,OK,217.46 | 602 | OK
5.235,217.07,598,OK,217.07 | 598 | OK
