elapsed_s,amplitude,range,status,raw_line
0.734,18.01,64,OK,18.01 | 64 | OK
1.031,17.93,63,OK,17.93 | 63 | OK
1.328,17.98,64,OK,17.98 | 64 | OK
1.640,18.06,68,OK,18.06 | 68 | OK
1.937,18,64,OK,18.00 | 64 | OK
2.234,18.02,63,OK,18.02 | 63 | OK
2.531,18.02,65,OK,18.02 | 65 | OK
2.828,18.09,64,OK,18.09 | 64 | OK
3.140,18.1,69,OK,18.10 | 69 | OK
3.437,18.09,64,OK,18.09 | 64 | OK
3.734,18.1,64,OK,18.10 | 64 | OK
4.031,18.12,68,OK,18.12 | 68 | OK
4.328,18.11,66,OK,18.11 | 66 | OK
4.640,18.1,65,OK,18.10 | 65 | OK
4.937,18.09,65,OK,18.09 | 65 | OK
5.234,18,62,OK,18.00 | 62 | OK
