elapsed_s,amplitude,range,status,raw_line
0.734,312.7,818,OK,312.70 | 818 | OK
1.031,312.37,812,OK,312.37 | 812 | OK
1.328,312.45,817,OK,312.45 | 817 | OK
1.640,312.48,817,OK,312.48 | 817 | OK
1.937,312.55,816,OK,312.55 | 816 | OK
2.234,312.66,815,OK,312.66 | 815 | OK
2.547,312.73,819,OK,312.73 | 819 | OK
2.844,312.71,817,OK,312.71 | 817 | OK
3.140,312.45,813,OK,312.45 | 813 | OK
3.437,312.31,817,OK,312.31 | 817 | OK
3.734,312.62,819,OK,312.62 | 819 | OK
4.047,312.51,814,OK,312.51 | 814 | OK
4.344,312.57,817,OK,312.57 | 817 | OK
4.640,312.4,816,OK,312.40 | 816 | OK
4.937,312.23,813,OK,312.23 | 813 | OK
5.234,312.3,819,OK,312.30 | 819 | OK
