elapsed_s,amplitude,range,status,raw_line
0.719,306.29,794,OK,306.29 | 794 | OK
1.031,306.06,801,OK,306.06 | 801 | OK
1.328,306.36,802,OK,306.36 | 802 | OK
1.625,306.14,795,OK,306.14 | 795 | OK
1.922,306.22,802,OK,306.22 | 802 | OK
2.235,306.24,801,OK,306.24 | 801 | OK
2.531,306.33,796,OK,306.33 | 796 | OK
2.828,306.56,802,OK,306.56 | 802 | OK
3.141,306.37,803,OK,306.37 | 803 | OK
3.438,306.37,796,OK,306.37 | 796 | OK
3.735,306.52,801,OK,306.52 | 801 | OK
4.031,306.52,799,OK,306.52 | 799 | OK
4.328,306.09,798,OK,306.09 | 798 | OK
4.625,306.07,802,OK,306.07 | 802 | OK
4.938,306.25,800,OK,306.25 | 800 | OK
5.235,306.24,791,OK,306.24 | 791 | OK
