elapsed_s,amplitude,range,status,raw_line
0.735,254.06,666,OK,254.06 | 666 | OK
1.047,253.66,671,OK,253.66 | 671 | OK
1.344,254.05,672,OK,254.05 | 672 | OK
1.641,253.98,666,OK,253.98 | 666 | OK
1.954,253.81,673,OK,253.81 | 673 | OK
2.250,253.67,673,OK,253.67 | 673 | OK
2.547,253.75,668,OK,253.75 | 668 | OK
2.844,253.67,672,OK,253.67 | 672 | OK
3.157,253.59,672,OK,253.59 | 672 | OK
3.454,253.21,664,OK,253.21 | 664 | OK
3.750,253.68,672,OK,253.68 | 672 | OK
4.047,253.83,671,OK,253.83 | 671 | OK
4.344,253.82,664,OK,253.82 | 664 | OK
4.657,253.87,672,OK,253.87 | 672 | OK
4.954,253.81,674,OK,253.81 | 674 | OK
5.250,254.01,666,OK,254.01 | 666 | OK
