elapsed_s,amplitude,range,status,raw_line
0.734,77.39,232,OK,77.39 | 232 | OK
1.031,77.43,233,OK,77.43 | 233 | OK
1.328,77.41,230,OK,77.41 | 230 | OK
1.640,77.28,230,OK,77.28 | 230 | OK
1.937,77.32,232,OK,77.32 | 232 | OK
2.234,77.41,229,OK,77.41 | 229 | OK
2.531,77.54,233,OK,77.54 | 233 | OK
2.828,77.64,236,OK,77.64 | 236 | OK
3.140,77.5,231,OK,77.50 | 231 | OK
3.437,77.31,226,OK,77.31 | 226 | OK
3.750,77.28,229,OK,77.28 | 229 | OK
4.047,77.3,232,OK,77.30 | 232 | OK
4.344,77.3,230,OK,77.30 | 230 | OK
4.640,77.3,231,OK,77.30 | 231 | OK
4.937,77.27,232,OK,77.27 | 232 | OK
5.250,77.25,225,OK,77.25 | 225 | OK
