elapsed_s,amplitude,range,status,raw_line
0.734,316.81,822,OK,316.81 | 822 | OK
1.031,316.64,820,OK,316.64 | 820 | OK
1.328,316.69,820,OK,316.69 | 820 | OK
1.625,316.73,821,OK,316.73 | 821 | OK
1.937,316.26,823,OK,316.26 | 823 | OK
2.234,315.92,821,OK,315.92 | 821 | OK
2.531,316.19,822,OK,316.19 | 822 | OK
2.828,316.64,821,OK,316.64 | 821 | OK
3.141,316.92,824,OK,316.92 | 824 | OK
3.437,316.54,823,OK,316.54 | 823 | OK
3.734,316.89,821,OK,316.89 | 821 | OK
4.031,316.66,822,OK,316.66 | 822 | OK
4.328,316.31,821,OK,316.31 | 821 | OK
4.641,316.1,823,OK,316.10 | 823 | OK
4.937,316.37,820,OK,316.37 | 820 | OK
5.234,316.84,821,OK,316.84 | 821 | OK
5.547,316.87,821,OK,316.87 | 821 | OK
5.844,316.83,821,OK,316.83 | 821 | OK
6.141,316.86,823,OK,316.86 | 823 | OK
