elapsed_s,amplitude,range,status,raw_line
0.735,5.97,24,OK,5.97 | 24 | OK
1.031,5.95,25,OK,5.95 | 25 | OK
1.328,61.64,404,OK,61.64 | 404 | OK
1.625,119.25,700,OK,119.25 | 700 | OK
1.922,93.78,731,OK,93.78 | 731 | OK
2.235,42.73,273,OK,42.73 | 273 | OK
2.531,8.43,52,OK,8.43 | 52 | OK
2.828,6.55,33,OK,6.55 | 33 | OK
3.125,6.35,32,OK,6.35 | 32 | OK
3.422,6.21,27,OK,6.21 | 27 | OK
3.735,6.2,32,OK,6.20 | 32 | OK
4.047,6.22,27,OK,6.22 | 27 | OK
4.344,6.16,29,OK,6.16 | 29 | OK
4.641,6.18,27,OK,6.18 | 27 | OK
4.938,6.14,27,OK,6.14 | 27 | OK
5.235,6.18,26,OK,6.18 | 26 | OK
