elapsed_s,amplitude,range,status,raw_line
0.735,319.95,824,OK,319.95 | 824 | OK
1.032,320.19,827,OK,320.19 | 827 | OK
1.344,319.97,826,OK,319.97 | 826 | OK
1.641,320.32,826,OK,320.32 | 826 | OK
1.938,320.85,829,OK,320.85 | 829 | OK
2.235,321.01,827,OK,321.01 | 827 | OK
2.547,321.1,828,OK,321.10 | 828 | OK
2.844,320.89,829,OK,320.89 | 829 | OK
3.141,320.68,826,OK,320.68 | 826 | OK
3.438,320.06,828,OK,320.06 | 828 | OK
3.735,320.1,829,OK,320.10 | 829 | OK
4.047,320.03,823,OK,320.03 | 823 | OK
4.344,319.88,829,OK,319.88 | 829 | OK
4.641,320.09,827,OK,320.09 | 827 | OK
4.954,320.02,824,OK,320.02 | 824 | OK
5.250,320.14,831,OK,320.14 | 831 | OK
