elapsed_s,amplitude,range,status,raw_line
0.734,293.62,782,OK,293.62 | 782 | OK
1.031,293.34,776,OK,293.34 | 776 | OK
1.328,294.57,774,OK,294.57 | 774 | OK
1.640,294,773,OK,294.00 | 773 | OK
1.937,293.03,766,OK,293.03 | 766 | OK
2.234,293.84,775,OK,293.84 | 775 | OK
2.531,292.45,768,OK,292.45 | 768 | OK
2.828,291.97,763,OK,291.97 | 763 | OK
3.140,291.46,772,OK,291.46 | 772 | OK
3.437,290.74,760,OK,290.74 | 760 | OK
3.734,292.59,769,OK,292.59 | 769 | OK
4.046,294.07,776,OK,294.07 | 776 | OK
4.328,295.05,774,OK,295.05 | 774 | OK
4.640,294.7,768,OK,294.70 | 768 | OK
4.937,295.04,779,OK,295.04 | 779 | OK
5.250,294.91,777,OK,294.91 | 777 | OK
