elapsed_s,amplitude,range,status,raw_line
0.734,352.15,885,OK,352.15 | 885 | OK
1.031,351.84,885,OK,351.84 | 885 | OK
1.328,351.86,884,OK,351.86 | 884 | OK
1.641,352.21,884,OK,352.21 | 884 | OK
1.937,352.58,884,OK,352.58 | 884 | OK
2.250,352.38,884,OK,352.38 | 884 | OK
2.547,352.54,885,OK,352.54 | 885 | OK
2.844,352.5,886,OK,352.50 | 886 | OK
3.141,352.05,887,OK,352.05 | 887 | OK
3.437,351.82,885,OK,351.82 | 885 | OK
3.750,352.09,885,OK,352.09 | 885 | OK
4.047,352.58,884,OK,352.58 | 884 | OK
4.344,352.78,886,OK,352.78 | 886 | OK
4.641,352.62,884,OK,352.62 | 884 | OK
4.953,352.79,885,OK,352.79 | 885 | OK
5.250,352.49,884,OK,352.49 | 884 | OK
5.547,352.01,885,OK,352.01 | 885 | OK
5.844,351.98,887,OK,351.98 | 887 | OK
6.156,352.29,885,OK,352.29 | 885 | OK
6.453,352.83,885,OK,352.83 | 885 | OK
6.750,352.65,885,OK,352.65 | 885 | OK
7.047,352.59,885,OK,352.59 | 885 | OK
7.359,352.82,886,OK,352.82 | 886 | OK
7.656,352.32,887,OK,352.32 | 887 | OK
7.953,351.99,885,OK,351.99 | 885 | OK
8.250,352,884,OK,352.00 | 884 | OK
