elapsed_s,amplitude,range,status,raw_line
0.734,248.69,668,OK,248.69 | 668 | OK
1.031,249.28,665,OK,249.28 | 665 | OK
1.328,249.27,665,OK,249.27 | 665 | OK
1.640,249.06,666,OK,249.06 | 666 | OK
1.937,249.06,663,OK,249.06 | 663 | OK
2.234,248.99,665,OK,248.99 | 665 | OK
2.531,248.63,664,OK,248.63 | 664 | OK
2.828,248.67,665,OK,248.67 | 665 | OK
3.140,248.91,669,OK,248.91 | 669 | OK
3.437,249.35,667,OK,249.35 | 667 | OK
3.734,249.21,667,OK,249.21 | 667 | OK
4.046,249.21,669,OK,249.21 | 669 | OK
4.343,249.47,665,OK,249.47 | 665 | OK
4.640,249.12,665,OK,249.12 | 665 | OK
4.937,248.84,665,OK,248.84 | 665 | OK
5.234,248.94,666,OK,248.94 | 666 | OK
5.546,249.21,667,OK,249.21 | 667 | OK
5.843,249.53,669,OK,249.53 | 669 | OK
6.140,249.65,672,OK,249.65 | 672 | OK
