elapsed_s,amplitude,range,status,raw_line
0.750,300.87,706,OK,300.87 | 706 | OK
1.047,300.8,707,OK,300.80 | 707 | OK
1.343,300.64,706,OK,300.64 | 706 | OK
1.640,300.67,706,OK,300.67 | 706 | OK
1.937,300.66,707,OK,300.66 | 707 | OK
2.250,300.67,706,OK,300.67 | 706 | OK
2.547,300.47,706,OK,300.47 | 706 | OK
2.843,300.34,705,OK,300.34 | 705 | OK
3.140,300.23,706,OK,300.23 | 706 | OK
3.453,300.35,707,OK,300.35 | 707 | OK
3.750,300.59,707,OK,300.59 | 707 | OK
4.047,300.71,707,OK,300.71 | 707 | OK
4.343,300.52,705,OK,300.52 | 705 | OK
4.656,300.51,706,OK,300.51 | 706 | OK
4.953,300.43,706,OK,300.43 | 706 | OK
5.250,300.38,706,OK,300.38 | 706 | OK
5.547,300.21,706,OK,300.21 | 706 | OK
5.859,300.07,704,OK,300.07 | 704 | OK
6.156,299.87,704,OK,299.87 | 704 | OK
6.453,299.75,705,OK,299.75 | 705 | OK
6.750,299.56,702,OK,299.56 | 702 | OK
7.062,299.42,703,OK,299.42 | 703 | OK
7.359,299.44,705,OK,299.44 | 705 | OK
7.656,299.45,704,OK,299.45 | 704 | OK
7.953,299.2,706,OK,299.20 | 706 | OK
8.265,299.19,702,OK,299.19 | 702 | OK
8.562,298.93,703,OK,298.93 | 703 | OK
8.859,299.23,702,OK,299.23 | 702 | OK
9.156,299.06,702,OK,299.06 | 702 | OK
9.468,298.89,703,OK,298.89 | 703 | OK
9.765,299.22,704,OK,299.22 | 704 | OK
10.062,298.97,701,OK,298.97 | 701 | OK
