elapsed_s,amplitude,range,status,raw_line
0.734,310.53,808,OK,310.53 | 808 | OK
1.047,310.62,806,OK,310.62 | 806 | OK
1.343,310.76,804,OK,310.76 | 804 | OK
1.640,310.55,809,OK,310.55 | 809 | OK
1.937,310.38,801,OK,310.38 | 801 | OK
2.234,310.01,805,OK,310.01 | 805 | OK
2.547,310.28,805,OK,310.28 | 805 | OK
2.843,310.55,804,OK,310.55 | 804 | OK
3.140,310.57,806,OK,310.57 | 806 | OK
3.437,310.39,802,OK,310.39 | 802 | OK
3.734,309.62,804,OK,309.62 | 804 | OK
4.047,309.16,802,OK,309.16 | 802 | OK
4.343,309.44,802,OK,309.44 | 802 | OK
4.640,309.88,807,OK,309.88 | 807 | OK
4.953,310.37,803,OK,310.37 | 803 | OK
5.250,310.51,806,OK,310.51 | 806 | OK
