elapsed_s,amplitude,range,status,raw_line
0.734,7.72,32,OK,7.72 | 32 | OK
1.031,7.83,33,OK,7.83 | 33 | OK
1.328,7.76,33,OK,7.76 | 33 | OK
1.640,7.8,36,OK,7.80 | 36 | OK
1.937,7.67,32,OK,7.67 | 32 | OK
2.234,7.73,31,OK,7.73 | 31 | OK
2.531,7.82,32,OK,7.82 | 32 | OK
2.843,7.83,32,OK,7.83 | 32 | OK
3.140,7.76,33,OK,7.76 | 33 | OK
3.437,7.63,31,OK,7.63 | 31 | OK
3.734,7.86,34,OK,7.86 | 34 | OK
4.031,7.86,35,OK,7.86 | 35 | OK
4.343,7.87,34,OK,7.87 | 34 | OK
4.640,7.92,34,OK,7.92 | 34 | OK
4.937,7.88,32,OK,7.88 | 32 | OK
5.234,7.96,33,OK,7.96 | 33 | OK
