elapsed_s,amplitude,range,status,raw_line
0.719,236.33,633,OK,236.33 | 633 | OK
1.031,236.17,632,OK,236.17 | 632 | OK
1.328,236.38,633,OK,236.38 | 633 | OK
1.641,236.47,632,OK,236.47 | 632 | OK
1.938,236.09,633,OK,236.09 | 633 | OK
2.234,235.53,633,OK,235.53 | 633 | OK
2.531,235.57,633,OK,235.57 | 633 | OK
2.828,236.07,633,OK,236.07 | 633 | OK
3.141,236.44,631,OK,236.44 | 631 | OK
3.438,236.35,632,OK,236.35 | 632 | OK
3.734,236.57,631,OK,236.57 | 631 | OK
4.031,236.47,635,OK,236.47 | 635 | OK
4.328,236.2,633,OK,236.20 | 633 | OK
4.641,236.04,638,OK,236.04 | 638 | OK
4.938,235.7,635,OK,235.70 | 635 | OK
5.234,236.07,635,OK,236.07 | 635 | OK
5.531,235.98,633,OK,235.98 | 633 | OK
5.828,235.91,633,OK,235.91 | 633 | OK
6.141,235.95,634,OK,235.95 | 634 | OK
