elapsed_s,amplitude,range,status,raw_line
0.719,111.38,313,OK,111.38 | 313 | OK
1.016,111.18,310,OK,111.18 | 310 | OK
1.328,111.85,310,OK,111.85 | 310 | OK
1.641,111.88,314,OK,111.88 | 314 | OK
1.938,112,308,OK,112.00 | 308 | OK
2.235,112.12,316,OK,112.12 | 316 | OK
2.531,112.47,317,OK,112.47 | 317 | OK
2.828,112.47,310,OK,112.47 | 310 | OK
3.141,112.44,315,OK,112.44 | 315 | OK
3.438,112.45,314,OK,112.45 | 314 | OK
3.735,112.44,314,OK,112.44 | 314 | OK
4.031,112.5,316,OK,112.50 | 316 | OK
4.328,112.31,312,OK,112.31 | 312 | OK
4.641,112.39,317,OK,112.39 | 317 | OK
4.938,112.53,315,OK,112.53 | 315 | OK
5.235,112.45,312,OK,112.45 | 312 | OK
