elapsed_s,amplitude,range,status,raw_line
0.734,64.37,192,OK,64.37 | 192 | OK
1.031,64.34,192,OK,64.34 | 192 | OK
1.328,64.29,193,OK,64.29 | 193 | OK
1.625,64.41,199,OK,64.41 | 199 | OK
1.937,64.29,201,OK,64.29 | 201 | OK
2.234,64.31,197,OK,64.31 | 197 | OK
2.531,64.42,196,OK,64.42 | 196 | OK
2.843,64.31,191,OK,64.31 | 191 | OK
3.140,64.36,194,OK,64.36 | 194 | OK
3.437,64.34,196,OK,64.34 | 196 | OK
3.734,64.38,201,OK,64.38 | 201 | OK
4.031,64.38,207,OK,64.38 | 207 | OK
4.343,64.32,200,OK,64.32 | 200 | OK
4.640,64.39,200,OK,64.39 | 200 | OK
4.937,64.35,191,OK,64.35 | 191 | OK
5.234,64.37,191,OK,64.37 | 191 | OK
