elapsed_s,amplitude,range,status,raw_line
0.734,313.95,700,OK,313.95 | 700 | OK
1.031,313.84,699,OK,313.84 | 699 | OK
1.328,313.74,699,OK,313.74 | 699 | OK
1.625,313.61,698,OK,313.61 | 698 | OK
1.937,313.82,698,OK,313.82 | 698 | OK
2.234,313.83,699,OK,313.83 | 699 | OK
2.531,313.75,699,OK,313.75 | 699 | OK
2.828,313.42,699,OK,313.42 | 699 | OK
3.141,313.7,699,OK,313.70 | 699 | OK
3.437,313.6,699,OK,313.60 | 699 | OK
3.734,313.64,699,OK,313.64 | 699 | OK
4.047,313.55,699,OK,313.55 | 699 | OK
4.344,313.52,698,OK,313.52 | 698 | OK
4.641,313.59,698,OK,313.59 | 698 | OK
4.937,313.63,698,OK,313.63 | 698 | OK
5.234,313.72,700,OK,313.72 | 700 | OK
5.547,313.79,700,OK,313.79 | 700 | OK
5.844,313.85,701,OK,313.85 | 701 | OK
6.141,314.22,700,OK,314.22 | 700 | OK
6.437,314.96,702,OK,314.96 | 702 | OK
6.750,315.39,703,OK,315.39 | 703 | OK
7.047,315.46,703,OK,315.46 | 703 | OK
7.344,315.46,703,OK,315.46 | 703 | OK
7.641,315.74,703,OK,315.74 | 703 | OK
7.953,315.49,702,OK,315.49 | 702 | OK
8.250,315.52,702,OK,315.52 | 702 | OK
8.547,315.48,703,OK,315.48 | 703 | OK
8.844,315.14,703,OK,315.14 | 703 | OK
9.156,315.15,702,OK,315.15 | 702 | OK
9.453,314.94,701,OK,314.94 | 701 | OK
9.750,314.93,702,OK,314.93 | 702 | OK
10.047,314.91,701,OK,314.91 | 701 | OK
