elapsed_s,amplitude,range,status,raw_line
0.734,139.85,401,OK,139.85 | 401 | OK
1.031,139.8,401,OK,139.80 | 401 | OK
1.343,139.83,398,OK,139.83 | 398 | OK
1.640,139.75,401,OK,139.75 | 401 | OK
1.937,139.78,399,OK,139.78 | 399 | OK
2.234,139.51,396,OK,139.51 | 396 | OK
2.547,139.6,400,OK,139.60 | 400 | OK
2.843,139.66,398,OK,139.66 | 398 | OK
3.140,139.57,404,OK,139.57 | 404 | OK
3.437,139.71,400,OK,139.71 | 400 | OK
3.750,139.47,393,OK,139.47 | 393 | OK
4.047,139.69,395,OK,139.69 | 395 | OK
4.343,139.56,396,OK,139.56 | 396 | OK
4.640,139.39,395,OK,139.39 | 395 | OK
4.937,139.63,398,OK,139.63 | 398 | OK
5.250,139.69,398,OK,139.69 | 398 | OK
