elapsed_s,amplitude,range,status,raw_line
0.734,139.36,386,OK,139.36 | 386 | OK
1.031,139.32,392,OK,139.32 | 392 | OK
1.328,139.41,390,OK,139.41 | 390 | OK
1.640,139.48,385,OK,139.48 | 385 | OK
1.922,139.55,393,OK,139.55 | 393 | OK
2.234,139.16,389,OK,139.16 | 389 | OK
2.531,139.25,385,OK,139.25 | 385 | OK
2.828,139.41,393,OK,139.41 | 393 | OK
3.125,139.3,385,OK,139.30 | 385 | OK
3.437,139.23,385,OK,139.23 | 385 | OK
3.734,139.19,390,OK,139.19 | 390 | OK
4.031,139.05,387,OK,139.05 | 387 | OK
4.344,139.14,383,OK,139.14 | 383 | OK
4.640,139.66,391,OK,139.66 | 391 | OK
4.937,139.31,389,OK,139.31 | 389 | OK
5.234,139.57,383,OK,139.57 | 383 | OK
