elapsed_s,amplitude,range,status,raw_line
0.734,36.05,122,OK,36.05 | 122 | OK
1.031,35.99,124,OK,35.99 | 124 | OK
1.328,36.01,123,OK,36.01 | 123 | OK
1.625,36.08,122,OK,36.08 | 122 | OK
1.937,35.88,123,OK,35.88 | 123 | OK
2.234,35.89,124,OK,35.89 | 124 | OK
2.531,35.95,121,OK,35.95 | 121 | OK
2.828,35.81,122,OK,35.81 | 122 | OK
3.140,35.9,120,OK,35.90 | 120 | OK
3.437,35.86,117,OK,35.86 | 117 | OK
3.734,36,120,OK,36.00 | 120 | OK
4.031,35.99,125,OK,35.99 | 125 | OK
4.343,35.9,122,OK,35.90 | 122 | OK
4.640,35.91,124,OK,35.91 | 124 | OK
4.937,35.8,125,OK,35.80 | 125 | OK
5.234,35.88,127,OK,35.88 | 127 | OK
