elapsed_s,amplitude,range,status,raw_line
0.735,73.05,242,OK,73.05 | 242 | OK
1.032,74.71,234,OK,74.71 | 234 | OK
1.328,74.59,241,OK,74.59 | 241 | OK
1.641,74.64,238,OK,74.64 | 238 | OK
1.938,74.53,233,OK,74.53 | 233 | OK
2.235,75.1,232,OK,75.10 | 232 | OK
2.547,74.98,231,OK,74.98 | 231 | OK
2.844,74.83,237,OK,74.83 | 237 | OK
3.141,74.88,234,OK,74.88 | 234 | OK
3.438,74.89,236,OK,74.89 | 236 | OK
3.735,74.68,234,OK,74.68 | 234 | OK
4.047,73.84,243,OK,73.84 | 243 | OK
4.344,74.57,240,OK,74.57 | 240 | OK
4.641,73.78,240,OK,73.78 | 240 | OK
4.938,73.45,229,OK,73.45 | 229 | OK
5.235,74.9,233,OK,74.90 | 233 | OK
