elapsed_s,amplitude,range,status,raw_line
0.734,22.24,74,OK,22.24 | 74 | OK
1.031,22.29,73,OK,22.29 | 73 | OK
1.328,22.3,74,OK,22.30 | 74 | OK
1.625,22.14,71,OK,22.14 | 71 | OK
1.921,22.15,71,OK,22.15 | 71 | OK
2.234,22.23,71,OK,22.23 | 71 | OK
2.531,22.27,71,OK,22.27 | 71 | OK
2.828,22.2,70,OK,22.20 | 70 | OK
3.140,22.14,72,OK,22.14 | 72 | OK
3.437,22.32,71,OK,22.32 | 71 | OK
3.734,22.32,73,OK,22.32 | 73 | OK
4.031,22.2,72,OK,22.20 | 72 | OK
4.328,22.13,75,OK,22.13 | 75 | OK
4.640,22.14,71,OK,22.14 | 71 | OK
4.937,22.14,71,OK,22.14 | 71 | OK
5.234,22.21,70,OK,22.21 | 70 | OK
