elapsed_s,amplitude,range,status,raw_line
0.734,53.94,161,OK,53.94 | 161 | OK
1.031,53.85,163,OK,53.85 | 163 | OK
1.328,53.82,164,OK,53.82 | 164 | OK
1.625,53.91,165,OK,53.91 | 165 | OK
1.938,53.79,160,OK,53.79 | 160 | OK
2.234,53.72,161,OK,53.72 | 161 | OK
2.531,53.65,160,OK,53.65 | 160 | OK
2.844,53.72,160,OK,53.72 | 160 | OK
3.141,53.83,163,OK,53.83 | 163 | OK
3.438,53.78,161,OK,53.78 | 161 | OK
3.734,53.88,162,OK,53.88 | 162 | OK
4.047,53.83,162,OK,53.83 | 162 | OK
4.344,53.84,162,OK,53.84 | 162 | OK
4.641,53.83,160,OK,53.83 | 160 | OK
4.938,53.74,161,OK,53.74 | 161 | OK
5.234,53.65,163,OK,53.65 | 163 | OK
5.547,53.7,162,OK,53.70 | 162 | OK
5.844,53.79,161,OK,53.79 | 161 | OK
6.141,53.86,161,OK,53.86 | 161 | OK
