elapsed_s,amplitude,range,status,raw_line
0.735,160.08,449,OK,160.08 | 449 | OK
1.031,159.98,444,OK,159.98 | 444 | OK
1.344,159.75,450,OK,159.75 | 450 | OK
1.641,159.79,440,OK,159.79 | 440 | OK
1.938,159.9,447,OK,159.90 | 447 | OK
2.235,159.71,451,OK,159.71 | 451 | OK
2.547,159.6,442,OK,159.60 | 442 | OK
2.844,159.55,449,OK,159.55 | 449 | OK
3.141,159.47,443,OK,159.47 | 443 | OK
3.438,159.49,445,OK,159.49 | 445 | OK
3.735,159.25,452,OK,159.25 | 452 | OK
4.047,159.25,443,OK,159.25 | 443 | OK
4.344,159.12,444,OK,159.12 | 444 | OK
4.641,159.12,453,OK,159.12 | 453 | OK
4.938,159.33,440,OK,159.33 | 440 | OK
5.250,159.26,450,OK,159.26 | 450 | OK
