elapsed_s,amplitude,range,status,raw_line
0.734,346.77,876,OK,346.77 | 876 | OK
1.031,346.41,875,OK,346.41 | 875 | OK
1.344,346.2,876,OK,346.20 | 876 | OK
1.641,346.5,877,OK,346.50 | 877 | OK
1.938,346.92,875,OK,346.92 | 875 | OK
2.234,347.05,876,OK,347.05 | 876 | OK
2.531,346.91,875,OK,346.91 | 875 | OK
2.844,347.08,876,OK,347.08 | 876 | OK
3.141,346.61,875,OK,346.61 | 875 | OK
3.438,346.34,876,OK,346.34 | 876 | OK
3.734,346.35,875,OK,346.35 | 875 | OK
4.047,346.82,874,OK,346.82 | 874 | OK
4.344,347.17,875,OK,347.17 | 875 | OK
4.641,346.92,877,OK,346.92 | 877 | OK
4.953,347.06,876,OK,347.06 | 876 | OK
5.250,346.91,875,OK,346.91 | 875 | OK
5.547,346.45,876,OK,346.45 | 876 | OK
5.844,346.3,876,OK,346.30 | 876 | OK
6.141,346.45,876,OK,346.45 | 876 | OK
6.453,346.91,875,OK,346.91 | 875 | OK
6.750,347.14,875,OK,347.14 | 875 | OK
7.047,346.87,875,OK,346.87 | 875 | OK
7.344,347.09,875,OK,347.09 | 875 | OK
7.656,346.8,875,OK,346.80 | 875 | OK
7.953,346.33,875,OK,346.33 | 875 | OK
8.250,346.26,876,OK,346.26 | 876 | OK
