elapsed_s,amplitude,range,status,raw_line
0.735,12.85,46,OK,12.85 | 46 | OK
1.031,12.86,46,OK,12.86 | 46 | OK
1.328,13.58,59,OK,13.58 | 59 | OK
1.641,12.59,51,OK,12.59 | 51 | OK
1.938,15.49,75,OK,15.49 | 75 | OK
2.235,19.15,78,OK,19.15 | 78 | OK
2.531,13.4,67,OK,13.40 | 67 | OK
2.828,15.69,71,OK,15.69 | 71 | OK
3.141,12.99,46,OK,12.99 | 46 | OK
3.438,12.9,47,OK,12.90 | 47 | OK
3.735,12.88,48,OK,12.88 | 48 | OK
4.047,13.16,54,OK,13.16 | 54 | OK
4.344,12.74,50,OK,12.74 | 50 | OK
4.641,13.64,62,OK,13.64 | 62 | OK
4.938,13.5,61,OK,13.50 | 61 | OK
5.235,13.51,56,OK,13.51 | 56 | OK
