elapsed_s,amplitude,range,status,raw_line
0.735,143.22,395,OK,143.22 | 395 | OK
1.032,143.12,404,OK,143.12 | 404 | OK
1.328,143.38,405,OK,143.38 | 405 | OK
1.641,143.09,399,OK,143.09 | 399 | OK
1.938,143.52,409,OK,143.52 | 409 | OK
2.235,143.61,403,OK,143.61 | 403 | OK
2.532,143.27,397,OK,143.27 | 397 | OK
2.844,143.35,401,OK,143.35 | 401 | OK
3.141,143.65,401,OK,143.65 | 401 | OK
3.438,143.38,403,OK,143.38 | 403 | OK
3.735,143.3,402,OK,143.30 | 402 | OK
4.047,143.49,397,OK,143.49 | 397 | OK
4.344,143.3,398,OK,143.30 | 398 | OK
4.641,143.66,404,OK,143.66 | 404 | OK
4.938,143.25,397,OK,143.25 | 397 | OK
5.250,143.31,398,OK,143.31 | 398 | OK
